vid_id,vid,num_frames,inference_time_ms,latency_time_ms,frame_inference_time_ms,frame_latency_time_ms
d2d16ea9-8b31-4025-b47f-06d11fb47d57,90f607d5b3838c07_4aa9fc18-537e-48cd-b756-57482983eb95,181,233391.159,270220.625,1289.454,1492.932
0789051d-c2c3-472d-ac01-57f17d8761c4,027f6d0ce122a990_ca3db7e5-a522-4ebd-be1e-267a67d25dcf,78,100565.603,116487.111,1289.303,1493.425
63d0193e-77b4-4a87-9a50-935054b3c7c3,2cc6fb21357b9412_354f2473-ace2-413e-bc0a-fd9bf7575496,292,376484.445,438084.096,1289.33,1500.288
251692a9-3c19-4cf0-93ac-e50d8714575c,0ac1a535e0177700_cf166d63-675b-4ef1-9b93-32432e0811ee,53,68319.589,79447.747,1289.049,1499.014
d4db73d4-e084-448b-a294-1a033dfdc4cb,2025-12-05_075123_1cdb3944-32d2-44b7-96a1-ff7d69014b09,60,77335.755,89608.092,1288.929,1493.468
08b1d3c7-7585-4701-9e8f-6511bbf71822,adfaa4c9515dd647_69dc3a2b-525d-43e5-b361-2f165982a8c4,34,43837.899,50677.663,1289.35,1490.52
9f3ae8af-c7b3-4edb-9e95-ef983c00b054,3b4212d9b1dde96f_8be8f377-55f1-4396-9026-af6bf4caf832,18,23209.985,26888.255,1289.444,1493.792
621a134f-27a4-4d0d-9c76-e11fc3d68616,15b4ab836fa9fbc7_2d7f73d1-3a3c-4fe7-8c73-8ecc3483d530,421,542675.715,629746.029,1289.016,1495.834
766a38bf-37a7-472f-94ff-9a1e9fc21570,199c42cda4a54270_cef2879f-868b-459a-8330-74dc2f0344ee,31,39954.725,46507.699,1288.862,1500.248
07c6623a-b240-474e-a5c6-238584ff0921,404e37e6c297372b_1a416681-5eb4-4d32-ba73-f53b0cfcfaf4,214,275900.41,320688.579,1289.254,1498.545
78acd00e-fc3c-40b3-a795-44718ff6b8fe,759c960f4882d210_70b94d29-6e56-4331-9fe8-0f1a512bac0b,236,304245.685,352127.897,1289.177,1492.067
4c889612-05ba-45f7-b1b8-4e35f1ec5d1a,f2ad364cf5776bf7_d31068d4-91ea-4ca3-9d03-332d58aab367,176,226904.566,262725.487,1289.23,1492.758
